jerseyNumber,person_fullName,person_id,person_link,position_abbreviation,position_code,position_name,position_type,team,teamFullName,year
31,Bob Mason,8449286,/api/v1/people/8449286,G,G,Goalie,Goalie,VAN,Vancouver Canucks,19901991
31,Steve McKichan,8449400,/api/v1/people/8449400,G,G,Goalie,Goalie,VAN,Vancouver Canucks,19901991
30,Kirk McLean,8449474,/api/v1/people/8449474,G,G,Goalie,Goalie,VAN,Vancouver Canucks,19901991
31,Steve Weeks,8452355,/api/v1/people/8452355,G,G,Goalie,Goalie,VAN,Vancouver Canucks,19901991
2,Brian Benning,8445419,/api/v1/people/8445419,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
14,Scott Bjugstad,8445492,/api/v1/people/8445492,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,19901991
4,Rob Blake,8445550,/api/v1/people/8445550,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
24,Francis Breault,8445738,/api/v1/people/8445738,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19901991
7,Rod Buskas,8445796,/api/v1/people/8445796,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
63,Rene Chapdelaine,8446126,/api/v1/people/8446126,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
12,Sylvain Couturier,8446199,/api/v1/people/8446199,C,C,Center,Forward,LAK,Los Angeles Kings,19901991
22,Mike Donnelly,8446449,/api/v1/people/8446449,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,19901991
28,Steve Duchesne,8446494,/api/v1/people/8446494,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
6,Todd Elik,8446624,/api/v1/people/8446624,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,19901991
21,Tony Granato,8447350,/api/v1/people/8447350,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19901991
99,Wayne Gretzky,8447400,/api/v1/people/8447400,C,C,Center,Forward,LAK,Los Angeles Kings,19901991
21,Bob Halkidis,8447458,/api/v1/people/8447458,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
26,Rick Hayward,8447699,/api/v1/people/8447699,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
47,Bradley Jones,8448366,/api/v1/people/8448366,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,19901991
11,Steve Kasper,8448411,/api/v1/people/8448411,C,C,Center,Forward,LAK,Los Angeles Kings,19901991
37,Bob Kudelski,8448553,/api/v1/people/8448553,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19901991
55,Marty McSorley,8449516,/api/v1/people/8449516,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
29,Jay Miller,8449624,/api/v1/people/8449624,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,19901991
19,Larry Robinson,8450936,/api/v1/people/8450936,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
20,Luc Robitaille,8450941,/api/v1/people/8450941,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,19901991
28,Tomas Sandstrom,8451122,/api/v1/people/8451122,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19901991
23,Ilkka Sinisalo,8451383,/api/v1/people/8451383,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19901991
10,Dennis Smith,8451509,/api/v1/people/8451509,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
18,Dave Taylor,8451866,/api/v1/people/8451866,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19901991
25,Jim Thomson,8451914,/api/v1/people/8451914,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19901991
27,John Tonelli,8451917,/api/v1/people/8451917,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,19901991
7,Tim Watters,8452347,/api/v1/people/8452347,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19901991
30,Daniel Berthiaume,8445462,/api/v1/people/8445462,G,G,Goalie,Goalie,LAK,Los Angeles Kings,19901991
30,Kelly Hrudey,8448020,/api/v1/people/8448020,G,G,Goalie,Goalie,LAK,Los Angeles Kings,19901991
29,Warren Babe,8445197,/api/v1/people/8445197,LW,L,Left Wing,Forward,MNS,Minnesota North Stars,19901991
23,Brian Bellows,8445417,/api/v1/people/8445417,LW,L,Left Wing,Forward,MNS,Minnesota North Stars,19901991
21,Perry Berezan,8445427,/api/v1/people/8445427,C,C,Center,Forward,MNS,Minnesota North Stars,19901991
7,Neal Broten,8445724,/api/v1/people/8445724,C,C,Center,Forward,MNS,Minnesota North Stars,19901991
26,Shawn Chambers,8446042,/api/v1/people/8446042,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19901991
22,Shane Churla,8446071,/api/v1/people/8446071,RW,R,Right Wing,Forward,MNS,Minnesota North Stars,19901991
20,Mike Craig,8446213,/api/v1/people/8446213,RW,R,Right Wing,Forward,MNS,Minnesota North Stars,19901991
11,Ulf Dahlen,8446295,/api/v1/people/8446295,RW,R,Right Wing,Forward,MNS,Minnesota North Stars,19901991
31,Larry Depalma,8446356,/api/v1/people/8446356,C,C,Center,Forward,MNS,Minnesota North Stars,19901991
14,Gaetan Duchesne,8446497,/api/v1/people/8446497,LW,L,Left Wing,Forward,MNS,Minnesota North Stars,19901991
44,Kevin Evans,8446718,/api/v1/people/8446718,LW,L,Left Wing,Forward,MNS,Minnesota North Stars,19901991
9,Dave Gagner,8446997,/api/v1/people/8446997,C,C,Center,Forward,MNS,Minnesota North Stars,19901991
7,Stew Gavin,8447078,/api/v1/people/8447078,RW,R,Right Wing,Forward,MNS,Minnesota North Stars,19901991
6,Curt Giles,8447176,/api/v1/people/8447176,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19901991
16,Steve Gotaas,8447304,/api/v1/people/8447304,C,C,Center,Forward,MNS,Minnesota North Stars,19901991
6,Brian Glynn,8447630,/api/v1/people/8447630,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19901991
39,Dan Keczmer,8448419,/api/v1/people/8448419,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19901991
40,Dean Kolstad,8448536,/api/v1/people/8448536,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19901991
38,Pat MacLeod,8448987,/api/v1/people/8448987,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19901991
45,Michael McHugh,8449449,/api/v1/people/8449449,LW,L,Left Wing,Forward,MNS,Minnesota North Stars,19901991
17,Basil McRae,8449498,/api/v1/people/8449498,LW,L,Left Wing,Forward,MNS,Minnesota North Stars,19901991
25,Mitchell Messier,8449563,/api/v1/people/8449563,RW,R,Right Wing,Forward,MNS,Minnesota North Stars,19901991
9,Mike Modano,8449645,/api/v1/people/8449645,C,C,Center,Forward,MNS,Minnesota North Stars,19901991
26,Brian Propp,8450595,/api/v1/people/8450595,LW,L,Left Wing,Forward,MNS,Minnesota North Stars,19901991
15,Bobby Smith,8451476,/api/v1/people/8451476,C,C,Center,Forward,MNS,Minnesota North Stars,19901991
6,Mark Tinordi,8451869,/api/v1/people/8451869,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19901991
23,Neil Wilkinson,8452503,/api/v1/people/8452503,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19901991
24,Rob Zettler,8452695,/api/v1/people/8452695,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19901991
30,Jon Casey,8446011,/api/v1/people/8446011,G,G,Goalie,Goalie,MNS,Minnesota North Stars,19901991
1,Brian Hayward,8447701,/api/v1/people/8447701,G,G,Goalie,Goalie,MNS,Minnesota North Stars,19901991
35,Jarmo Myllys,8449775,/api/v1/people/8449775,G,G,Goalie,Goalie,MNS,Minnesota North Stars,19901991
23,Kevin Kaminski,8448394,/api/v1/people/8448394,C,C,Center,Forward,QUE,Quebec Nordiques,19911992
21,Stephane Charbonneau,8455838,/api/v1/people/8455838,RW,R,Right Wing,Forward,QUE,Quebec Nordiques,19911992
52,Adam Foote,8456283,/api/v1/people/8456283,D,D,Defenseman,Defenseman,QUE,Quebec Nordiques,19911992
13,Valeri Kamensky,8456770,/api/v1/people/8456770,LW,L,Left Wing,Forward,QUE,Quebec Nordiques,19911992
25,Jon Klemm,8456852,/api/v1/people/8456852,D,D,Defenseman,Defenseman,QUE,Quebec Nordiques,19911992
35,Andrew Rymsha,8457901,/api/v1/people/8457901,D,D,Defenseman,Defenseman,QUE,Quebec Nordiques,19911992
26,Martin Rucinsky,8458534,/api/v1/people/8458534,LW,L,Left Wing,Forward,QUE,Quebec Nordiques,19911992
33,Dave Karpa,8458582,/api/v1/people/8458582,D,D,Defenseman,Defenseman,QUE,Quebec Nordiques,19911992
12,Bill Lindsay,8458617,/api/v1/people/8458617,LW,L,Left Wing,Forward,QUE,Quebec Nordiques,19911992
28,John Leblanc,8448765,/api/v1/people/8448765,RW,R,Right Wing,Forward,WIN,Winnipeg Jets (1979),19911992
14,Stu Barnes,8455521,/api/v1/people/8455521,C,C,Center,Forward,WIN,Winnipeg Jets (1979),19911992
48,Jason Cirone,8455879,/api/v1/people/8455879,C,C,Center,Forward,WIN,Winnipeg Jets (1979),19911992
11,Evgeny Davydov,8456019,/api/v1/people/8456019,RW,R,Right Wing,Forward,WIN,Winnipeg Jets (1979),19911992
21,Russell Romaniuk,8457847,/api/v1/people/8457847,LW,L,Left Wing,Forward,WIN,Winnipeg Jets (1979),19911992
7,Keith Tkachuk,8458229,/api/v1/people/8458229,LW,L,Left Wing,Forward,WIN,Winnipeg Jets (1979),19911992
55,Igor Ulanov,8458715,/api/v1/people/8458715,D,D,Defenseman,Defenseman,WIN,Winnipeg Jets (1979),19911992
1,Michael O'Neill,8457559,/api/v1/people/8457559,G,G,Goalie,Goalie,WIN,Winnipeg Jets (1979),19911992
19,Claude Vilgrain,8452225,/api/v1/people/8452225,LW,L,Left Wing,Forward,NJD,New Jersey Devils,19911992
72,Jeffrey Christian,8455871,/api/v1/people/8455871,LW,L,Left Wing,Forward,NJD,New Jersey Devils,19911992
34,Jim Dowd,8456100,/api/v1/people/8456100,C,C,Center,Forward,NJD,New Jersey Devils,19911992
13,Bill Guerin,8456464,/api/v1/people/8456464,RW,R,Right Wing,Forward,NJD,New Jersey Devils,19911992
20,Alexander Semak,8457983,/api/v1/people/8457983,C,C,Center,Forward,NJD,New Jersey Devils,19911992
29,Valeri Zelepukin,8458483,/api/v1/people/8458483,LW,L,Left Wing,Forward,NJD,New Jersey Devils,19911992
27,Scott Niedermayer,8458517,/api/v1/people/8458517,D,D,Defenseman,Defenseman,NJD,New Jersey Devils,19911992
22,Janne Ojanen,8449964,/api/v1/people/8449964,C,C,Center,Forward,NJD,New Jersey Devils,19911992
1,Craig Billington,8445470,/api/v1/people/8445470,G,G,Goalie,Goalie,NJD,New Jersey Devils,19911992
30,Martin Brodeur,8455710,/api/v1/people/8455710,G,G,Goalie,Goalie,NJD,New Jersey Devils,19911992
30,Chad Erickson,8456191,/api/v1/people/8456191,G,G,Goalie,Goalie,NJD,New Jersey Devils,19911992
14,Joseph Day,8456023,/api/v1/people/8456023,LW,L,Left Wing,Forward,HFD,Hartford Whalers,19911992
37,Patrick Poulin,8458523,/api/v1/people/8458523,LW,L,Left Wing,Forward,HFD,Hartford Whalers,19911992
10,Marty McInnis,8457319,/api/v1/people/8457319,LW,L,Left Wing,Forward,NYI,New York Islanders,19911992
7,Brad Turner,8458269,/api/v1/people/8458269,D,D,Defenseman,Defenseman,NYI,New York Islanders,19911992
7,Scott Lachance,8458518,/api/v1/people/8458518,D,D,Defenseman,Defenseman,NYI,New York Islanders,19911992
41,Peter Fiorentino,8456254,/api/v1/people/8456254,D,D,Defenseman,Defenseman,NYR,New York Rangers,19911992
12,Sergei Nemchinov,8457491,/api/v1/people/8457491,LW,L,Left Wing,Forward,NYR,New York Rangers,19911992
17,Rob Zamuner,8458477,/api/v1/people/8458477,LW,L,Left Wing,Forward,NYR,New York Rangers,19911992
36,Rod Dallman,8446296,/api/v1/people/8446296,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19911992
44,Corey Foster,8446936,/api/v1/people/8446936,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19911992
11,Mark Freer,8446970,/api/v1/people/8446970,C,C,Center,Forward,PHI,Philadelphia Flyers,19911992
40,Claude Boivin,8455646,/api/v1/people/8455646,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19911992
15,John Conroy,8455920,/api/v1/people/8455920,C,C,Center,Forward,PHI,Philadelphia Flyers,19911992
21,Dan Kordic,8456874,/api/v1/people/8456874,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19911992
33,Reid Simpson,8458036,/api/v1/people/8458036,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19911992
15,Yanick Dupre,8458564,/api/v1/people/8458564,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19911992
23,Andrei Lomakin,8458652,/api/v1/people/8458652,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19911992
30,Dominic Roussel,8457866,/api/v1/people/8457866,G,G,Goalie,Goalie,PHI,Philadelphia Flyers,19911992
17,Shawn McEachern,8457297,/api/v1/people/8457297,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19911992
41,Glenn Mulvenna,8457451,/api/v1/people/8457451,C,C,Center,Forward,PIT,Pittsburgh Penguins,19911992
40,Todd Nelson,8457490,/api/v1/people/8457490,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19911992
14,Jock Callander,8445861,/api/v1/people/8445861,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19911992
13,David Michayluk,8449583,/api/v1/people/8449583,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19911992
39,Michael Needham,8457481,/api/v1/people/8457481,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19911992
39,Louis Crawford,8446225,/api/v1/people/8446225,LW,L,Left Wing,Forward,BOS,Boston Bruins,19911992
7,Brian Dobbin,8446450,/api/v1/people/8446450,RW,R,Right Wing,Forward,BOS,Boston Bruins,19911992
16,Clark Donatelli,8446452,/api/v1/people/8446452,LW,L,Left Wing,Forward,BOS,Boston Bruins,19911992
26,Matthew Block,8447756,/api/v1/people/8447756,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19911992
18,Brent Hughes,8448053,/api/v1/people/8448053,LW,L,Left Wing,Forward,BOS,Boston Bruins,19911992
25,Petr Prajzler,8450518,/api/v1/people/8450518,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19911992
33,Jim Vesey,8452224,/api/v1/people/8452224,RW,R,Right Wing,Forward,BOS,Boston Bruins,19911992
40,Ted Donato,8456087,/api/v1/people/8456087,LW,L,Left Wing,Forward,BOS,Boston Bruins,19911992
39,Matthew Glennon,8456382,/api/v1/people/8456382,LW,L,Left Wing,Forward,BOS,Boston Bruins,19911992
57,Steve Heinze,8456556,/api/v1/people/8456556,RW,R,Right Wing,Forward,BOS,Boston Bruins,19911992
26,Gord Hynes,8456683,/api/v1/people/8456683,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19911992
90,Joe Juneau,8456760,/api/v1/people/8456760,C,C,Center,Forward,BOS,Boston Bruins,19911992
27,Glen Murray,8458532,/api/v1/people/8458532,RW,R,Right Wing,Forward,BOS,Boston Bruins,19911992
15,Jozef Stumpel,8458554,/api/v1/people/8458554,LW,L,Left Wing,Forward,BOS,Boston Bruins,19911992
27,Bob Corkum,8446165,/api/v1/people/8446165,C,C,Center,Forward,BUF,Buffalo Sabres,19911992
17,Joseph Gage,8446996,/api/v1/people/8446996,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19911992
3,Keith Carney,8455805,/api/v1/people/8455805,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19911992
12,Peter Ciavaglia,8455874,/api/v1/people/8455874,C,C,Center,Forward,BUF,Buffalo Sabres,19911992
24,Brad May,8457261,/api/v1/people/8457261,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19911992
35,Tom Draper,8446480,/api/v1/people/8446480,G,G,Goalie,Goalie,BUF,Buffalo Sabres,19911992
44,Jesse Belanger,8455564,/api/v1/people/8455564,C,C,Center,Forward,MTL,Montréal Canadiens,19911992
15,Paul Di Pietro,8456080,/api/v1/people/8456080,C,C,Center,Forward,MTL,Montréal Canadiens,19911992
31,Edward Ronan,8457849,/api/v1/people/8457849,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19911992
19,Vladimir Vujtek,8458587,/api/v1/people/8458587,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19911992
22,Mike Bullard,8445771,/api/v1/people/8445771,C,C,Center,Forward,TOR,Toronto Maple Leafs,19911992
38,Todd Hawkins,8447693,/api/v1/people/8447693,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19911992
20,Mike Eastwood,8456156,/api/v1/people/8456156,C,C,Center,Forward,TOR,Toronto Maple Leafs,19911992
34,Leonard Esau,8456202,/api/v1/people/8456202,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19911992
26,Kent Manderville,8457203,/api/v1/people/8457203,C,C,Center,Forward,TOR,Toronto Maple Leafs,19911992
12,Robert Pearson,8457640,/api/v1/people/8457640,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19911992
11,David Tomlinson,8458234,/api/v1/people/8458234,C,C,Center,Forward,TOR,Toronto Maple Leafs,19911992
15,Dmitri Mironov,8458672,/api/v1/people/8458672,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19911992
29,Felix Potvin,8457714,/api/v1/people/8457714,G,G,Goalie,Goalie,TOR,Toronto Maple Leafs,19911992
21,Brad Schlegel,8457955,/api/v1/people/8457955,D,D,Defenseman,Defenseman,WSH,Washington Capitals,19911992
15,Jason Woolley,8458454,/api/v1/people/8458454,D,D,Defenseman,Defenseman,WSH,Washington Capitals,19911992
22,Steve Konowalchuk,8458572,/api/v1/people/8458572,LW,L,Left Wing,Forward,WSH,Washington Capitals,19911992
42,Rick Lanz,8448667,/api/v1/people/8448667,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,19911992
45,Ryan McGill,8449453,/api/v1/people/8449453,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,19911992
47,Adam Bennett,8455572,/api/v1/people/8455572,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,19911992
28,Karl Dykhuis,8456149,/api/v1/people/8456149,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,19911992
53,Sean Williams,8458418,/api/v1/people/8458418,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,19911992
11,Dean McAmmond,8458536,/api/v1/people/8458536,C,C,Center,Forward,CHI,Chicago Blackhawks,19911992
29,Igor Kravchuk,8458585,/api/v1/people/8458585,D,D,Defenseman,Defenseman,CHI,Chicago Blackhawks,19911992
42,Rob Conn,8458883,/api/v1/people/8458883,RW,R,Right Wing,Forward,CHI,Chicago Blackhawks,19911992
50,Ray Leblanc,8457025,/api/v1/people/8457025,G,G,Goalie,Goalie,CHI,Chicago Blackhawks,19911992
17,Jim Cummins,8455984,/api/v1/people/8455984,RW,R,Right Wing,Forward,DET,Detroit Red Wings,19911992
16,Vladimir Konstantinov,8456870,/api/v1/people/8456870,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,19911992
13,Vyacheslav Kozlov,8456887,/api/v1/people/8456887,LW,L,Left Wing,Forward,DET,Detroit Red Wings,19911992
5,Nicklas Lidstrom,8457063,/api/v1/people/8457063,D,D,Defenseman,Defenseman,DET,Detroit Red Wings,19911992
28,Martin Lapointe,8458524,/api/v1/people/8458524,RW,R,Right Wing,Forward,DET,Detroit Red Wings,19911992
36,Philippe Bozon,8445659,/api/v1/people/8445659,LW,L,Left Wing,Forward,STL,St. Louis Blues,19911992
26,David Mackey,8448939,/api/v1/people/8448939,LW,L,Left Wing,Forward,STL,St. Louis Blues,19911992
34,Randy Skarda,8451391,/api/v1/people/8451391,D,D,Defenseman,Defenseman,STL,St. Louis Blues,19911992
9,Denny Felsner,8456233,/api/v1/people/8456233,LW,L,Left Wing,Forward,STL,St. Louis Blues,19911992
3,Bret Hedican,8456547,/api/v1/people/8456547,D,D,Defenseman,Defenseman,STL,St. Louis Blues,19911992
6,Jason Marshall,8457222,/api/v1/people/8457222,D,D,Defenseman,Defenseman,STL,St. Louis Blues,19911992
4,Robert Robinson,8457824,/api/v1/people/8457824,D,D,Defenseman,Defenseman,STL,St. Louis Blues,19911992
31,Guy Hebert,8447715,/api/v1/people/8447715,G,G,Goalie,Goalie,STL,St. Louis Blues,19911992
11,Richard Chernomaz,8446054,/api/v1/people/8446054,RW,R,Right Wing,Forward,CGY,Calgary Flames,19911992
24,Richard Zemlak,8452687,/api/v1/people/8452687,C,C,Center,Forward,CGY,Calgary Flames,19911992
27,Thomas Forslund,8456288,/api/v1/people/8456288,RW,R,Right Wing,Forward,CGY,Calgary Flames,19911992
15,Todd Harkins,8456513,/api/v1/people/8456513,RW,R,Right Wing,Forward,CGY,Calgary Flames,19911992
32,Chris Lindberg,8457069,/api/v1/people/8457069,LW,L,Left Wing,Forward,CGY,Calgary Flames,19911992
32,Darryl Olsen,8457574,/api/v1/people/8457574,D,D,Defenseman,Defenseman,CGY,Calgary Flames,19911992
55,Mark Osiecki,8457589,/api/v1/people/8457589,D,D,Defenseman,Defenseman,CGY,Calgary Flames,19911992
37,Trevor Kidd,8456830,/api/v1/people/8456830,G,G,Goalie,Goalie,CGY,Calgary Flames,19911992
1,Warren Sharples,8457996,/api/v1/people/8457996,G,G,Goalie,Goalie,CGY,Calgary Flames,19911992
18,Josef Beranek,8455575,/api/v1/people/8455575,LW,L,Left Wing,Forward,EDM,Edmonton Oilers,19911992
33,Louie Debrusk,8456031,/api/v1/people/8456031,LW,L,Left Wing,Forward,EDM,Edmonton Oilers,19911992
26,Robin Bawa,8445335,/api/v1/people/8445335,C,C,Center,Forward,VAN,Vancouver Canucks,19911992
21,Randy Gregg,8447398,/api/v1/people/8447398,D,D,Defenseman,Defenseman,VAN,Vancouver Canucks,19911992
10,Pavel Bure,8455738,/api/v1/people/8455738,RW,R,Right Wing,Forward,VAN,Vancouver Canucks,19911992
17,Jari Kurri,8448569,/api/v1/people/8448569,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19911992
14,Kyosti Karjalainen,8456784,/api/v1/people/8456784,LW,L,Left Wing,Forward,LAK,Los Angeles Kings,19911992
39,Shawn McCosh,8457282,/api/v1/people/8457282,C,C,Center,Forward,LAK,Los Angeles Kings,19911992
44,Darryl Sydor,8458172,/api/v1/people/8458172,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19911992
3,Brent Thompson,8458212,/api/v1/people/8458212,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19911992
9,Sean Whyte,8458394,/api/v1/people/8458394,RW,R,Right Wing,Forward,LAK,Los Angeles Kings,19911992
26,Peter Ahola,8458507,/api/v1/people/8458507,D,D,Defenseman,Defenseman,LAK,Los Angeles Kings,19911992
43,David Goverde,8456411,/api/v1/people/8456411,G,G,Goalie,Goalie,LAK,Los Angeles Kings,19911992
23,Link Gaetz,8446989,/api/v1/people/8446989,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,19911992
20,Peter Lappin,8448662,/api/v1/people/8448662,RW,R,Right Wing,Forward,SJS,San Jose Sharks,19911992
17,Brian Lawton,8448689,/api/v1/people/8448689,C,C,Center,Forward,SJS,San Jose Sharks,19911992
21,Jayson More,8449694,/api/v1/people/8449694,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,19911992
16,Mark Pavelich,8450251,/api/v1/people/8450251,C,C,Center,Forward,SJS,San Jose Sharks,19911992
34,Michael Colman,8455911,/api/v1/people/8455911,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,19911992
39,Edward Courtenay,8455949,/api/v1/people/8455949,RW,R,Right Wing,Forward,SJS,San Jose Sharks,19911992
20,Jeff Odgers,8457566,/api/v1/people/8457566,RW,R,Right Wing,Forward,SJS,San Jose Sharks,19911992
28,Jean-Francois Quintin,8457747,/api/v1/people/8457747,LW,L,Left Wing,Forward,SJS,San Jose Sharks,19911992
45,Claudio Scremin,8457974,/api/v1/people/8457974,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,19911992
26,Mike Sullivan,8458155,/api/v1/people/8458155,C,C,Center,Forward,SJS,San Jose Sharks,19911992
4,David Williams,8458504,/api/v1/people/8458504,D,D,Defenseman,Defenseman,SJS,San Jose Sharks,19911992
17,Pat Falloon,8458516,/api/v1/people/8458516,RW,R,Right Wing,Forward,SJS,San Jose Sharks,19911992
13,Ray Whitney,8458537,/api/v1/people/8458537,LW,L,Left Wing,Forward,SJS,San Jose Sharks,19911992
33,Dale Craigwell,8458711,/api/v1/people/8458711,C,C,Center,Forward,SJS,San Jose Sharks,19911992
7,Mikhail Kravets,8458808,/api/v1/people/8458808,LW,L,Left Wing,Forward,SJS,San Jose Sharks,19911992
30,Wade Flaherty,8456264,/api/v1/people/8456264,G,G,Goalie,Goalie,SJS,San Jose Sharks,19911992
1,Arturs Irbe,8456692,/api/v1/people/8456692,G,G,Goalie,Goalie,SJS,San Jose Sharks,19911992
29,Brad Berry,8445443,/api/v1/people/8445443,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19911992
8,Steve Martinson,8449281,/api/v1/people/8449281,LW,L,Left Wing,Forward,MNS,Minnesota North Stars,19911992
39,Enrico Ciccone,8455875,/api/v1/people/8455875,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19911992
2,Derian Hatcher,8456531,/api/v1/people/8456531,D,D,Defenseman,Defenseman,MNS,Minnesota North Stars,19911992
26,Trent Klatt,8456849,/api/v1/people/8456849,RW,R,Right Wing,Forward,MNS,Minnesota North Stars,19911992
25,Niklas Andersson,8455447,/api/v1/people/8455447,LW,L,Left Wing,Forward,QUE,Quebec Nordiques,19921993
51,Andrei Kovalenko,8456882,/api/v1/people/8456882,RW,R,Right Wing,Forward,QUE,Quebec Nordiques,19921993
11,Chris Simon,8458031,/api/v1/people/8458031,LW,L,Left Wing,Forward,QUE,Quebec Nordiques,19921993
28,Dallas Eakins,8456153,/api/v1/people/8456153,D,D,Defenseman,Defenseman,WIN,Winnipeg Jets (1979),19921993
26,Scott Levins,8457061,/api/v1/people/8457061,RW,R,Right Wing,Forward,WIN,Winnipeg Jets (1979),19921993
8,Teemu Selanne,8457981,/api/v1/people/8457981,RW,R,Right Wing,Forward,WIN,Winnipeg Jets (1979),19921993
10,Alexei Zhamnov,8458487,/api/v1/people/8458487,C,C,Center,Forward,WIN,Winnipeg Jets (1979),19921993
3,Sergei Bautin,8458953,/api/v1/people/8458953,D,D,Defenseman,Defenseman,WIN,Winnipeg Jets (1979),19921993
34,Anatoli Fedotov,8459359,/api/v1/people/8459359,D,D,Defenseman,Defenseman,WIN,Winnipeg Jets (1979),19921993
43,David Emma,8456182,/api/v1/people/8456182,C,C,Center,Forward,NJD,New Jersey Devils,19921993
14,Ben Hankinson,8456496,/api/v1/people/8456496,RW,R,Right Wing,Forward,NJD,New Jersey Devils,19921993
18,Scott Pellerin,8457646,/api/v1/people/8457646,LW,L,Left Wing,Forward,NJD,New Jersey Devils,19921993
28,Brian Sullivan,8458152,/api/v1/people/8458152,RW,R,Right Wing,Forward,NJD,New Jersey Devils,19921993
22,Scott Daniels,8456009,/api/v1/people/8456009,LW,L,Left Wing,Forward,HFD,Hartford Whalers,19921993
92,Michael Nylander,8458573,/api/v1/people/8458573,C,C,Center,Forward,HFD,Hartford Whalers,19921993
42,Barry Nieckar,8458821,/api/v1/people/8458821,LW,L,Left Wing,Forward,HFD,Hartford Whalers,19921993
