jerseyNumber,person_fullName,person_id,person_link,position_abbreviation,position_code,position_name,position_type,team,teamFullName,year
34,John Vanbiesbrouck,8452157,/api/v1/people/8452157,G,G,Goalie,Goalie,NYR,New York Rangers,19901991
12,Keith Acton,8444897,/api/v1/people/8444897,C,C,Center,Forward,PHI,Philadelphia Flyers,19901991
58,Bill Armstrong,8445065,/api/v1/people/8445065,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19901991
23,Murray Baron,8445266,/api/v1/people/8445266,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
27,Craig Berube,8445440,/api/v1/people/8445440,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19901991
38,Terry Carkner,8445920,/api/v1/people/8445920,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
6,Jeff Chychrun,8446050,/api/v1/people/8446050,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
32,Murray Craven,8446217,/api/v1/people/8446217,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19901991
9,Pelle Eklund,8446618,/api/v1/people/8446618,C,C,Center,Forward,PHI,Philadelphia Flyers,19901991
31,David Fenyves,8446796,/api/v1/people/8446796,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
16,Craig Fisher,8446832,/api/v1/people/8446832,C,C,Center,Forward,PHI,Philadelphia Flyers,19901991
26,Martin Hostak,8447961,/api/v1/people/8447961,C,C,Center,Forward,PHI,Philadelphia Flyers,19901991
34,Tony Horacek,8447963,/api/v1/people/8447963,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19901991
2,Mark Howe,8448002,/api/v1/people/8448002,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
5,Kerry Huffman,8448048,/api/v1/people/8448048,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
15,Chris Jensen,8448268,/api/v1/people/8448268,RW,R,Right Wing,Forward,PHI,Philadelphia Flyers,19901991
12,Tim Kerr,8448471,/api/v1/people/8448471,RW,R,Right Wing,Forward,PHI,Philadelphia Flyers,19901991
10,Dale Kushner,8448547,/api/v1/people/8448547,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19901991
19,Normand Lacombe,8448603,/api/v1/people/8448603,RW,R,Right Wing,Forward,PHI,Philadelphia Flyers,19901991
11,Jiri Latal,8448677,/api/v1/people/8448677,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
19,Scott Mellanby,8449545,/api/v1/people/8449545,RW,R,Right Wing,Forward,PHI,Philadelphia Flyers,19901991
5,Gord Murphy,8449754,/api/v1/people/8449754,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
23,Patrick Murray,8449776,/api/v1/people/8449776,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19901991
14,Mark Pederson,8450269,/api/v1/people/8450269,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19901991
40,Mike Ricci,8450817,/api/v1/people/8450817,C,C,Center,Forward,PHI,Philadelphia Flyers,19901991
38,Darren Rumble,8451059,/api/v1/people/8451059,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
26,Kjell Samuelsson,8451105,/api/v1/people/8451105,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
50,Scott Sandelin,8451116,/api/v1/people/8451116,D,D,Defenseman,Defenseman,PHI,Philadelphia Flyers,19901991
24,Derrick Smith,8451517,/api/v1/people/8451517,LW,L,Left Wing,Forward,PHI,Philadelphia Flyers,19901991
20,Ron Sutter,8451793,/api/v1/people/8451793,C,C,Center,Forward,PHI,Philadelphia Flyers,19901991
92,Rick Tocchet,8451925,/api/v1/people/8451925,RW,R,Right Wing,Forward,PHI,Philadelphia Flyers,19901991
46,Kimbi Daniels,8456008,/api/v1/people/8456008,C,C,Center,Forward,PHI,Philadelphia Flyers,19901991
27,Ron Hextall,8447775,/api/v1/people/8447775,G,G,Goalie,Goalie,PHI,Philadelphia Flyers,19901991
30,Bruce Hoffort,8447920,/api/v1/people/8447920,G,G,Goalie,Goalie,PHI,Philadelphia Flyers,19901991
1,Pete Peeters,8450343,/api/v1/people/8450343,G,G,Goalie,Goalie,PHI,Philadelphia Flyers,19901991
31,Ken Wregget,8452535,/api/v1/people/8452535,G,G,Goalie,Goalie,PHI,Philadelphia Flyers,19901991
17,Brad Aitken,8444918,/api/v1/people/8444918,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19901991
29,Phil Bourque,8445629,/api/v1/people/8445629,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19901991
26,Jay Caufield,8446013,/api/v1/people/8446013,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19901991
77,Paul Coffey,8446117,/api/v1/people/8446117,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
4,Chris Dahlquist,8446288,/api/v1/people/8446288,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
11,Jeff Daniels,8446305,/api/v1/people/8446305,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19901991
2,Gord Dineen,8446424,/api/v1/people/8446424,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
12,Bob Errey,8446715,/api/v1/people/8446715,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19901991
16,Randy Gilhen,8447180,/api/v1/people/8447180,C,C,Center,Forward,PIT,Pittsburgh Penguins,19901991
23,Randy Hillier,8447822,/api/v1/people/8447822,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
17,Jiri Hrdina,8448029,/api/v1/people/8448029,C,C,Center,Forward,PIT,Pittsburgh Penguins,19901991
68,Jaromir Jagr,8448208,/api/v1/people/8448208,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19901991
6,Jim Johnson,8448303,/api/v1/people/8448303,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
6,Jim Kyte,8448577,/api/v1/people/8448577,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
20,Jamie Leach,8448771,/api/v1/people/8448771,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19901991
66,Mario Lemieux,8448782,/api/v1/people/8448782,C,C,Center,Forward,PIT,Pittsburgh Penguins,19901991
14,Troy Loney,8448841,/api/v1/people/8448841,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19901991
7,Joe Mullen,8449743,/api/v1/people/8449743,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19901991
55,Larry Murphy,8449745,/api/v1/people/8449745,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
2,Jim Paek,8450089,/api/v1/people/8450089,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
10,Barry Pederson,8450271,/api/v1/people/8450271,C,C,Center,Forward,PIT,Pittsburgh Penguins,19901991
12,Ken Priestlay,8450560,/api/v1/people/8450560,C,C,Center,Forward,PIT,Pittsburgh Penguins,19901991
28,Mark Recchi,8450725,/api/v1/people/8450725,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19901991
10,Gordie Roberts,8450905,/api/v1/people/8450905,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
22,Paul Stanton,8451657,/api/v1/people/8451657,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
25,Kevin Stevens,8451711,/api/v1/people/8451711,LW,L,Left Wing,Forward,PIT,Pittsburgh Penguins,19901991
32,Peter Taglianetti,8451836,/api/v1/people/8451836,D,D,Defenseman,Defenseman,PIT,Pittsburgh Penguins,19901991
9,Tony Tanti,8451858,/api/v1/people/8451858,RW,R,Right Wing,Forward,PIT,Pittsburgh Penguins,19901991
19,Bryan Trottier,8451965,/api/v1/people/8451965,C,C,Center,Forward,PIT,Pittsburgh Penguins,19901991
30,Tom Barrasso,8445275,/api/v1/people/8445275,G,G,Goalie,Goalie,PIT,Pittsburgh Penguins,19901991
40,Frank Pietrangelo,8450390,/api/v1/people/8450390,G,G,Goalie,Goalie,PIT,Pittsburgh Penguins,19901991
1,Wendell Young,8452576,/api/v1/people/8452576,G,G,Goalie,Goalie,PIT,Pittsburgh Penguins,19901991
37,Ralph Barahona,8445254,/api/v1/people/8445254,C,C,Center,Forward,BOS,Boston Bruins,19901991
2,Bob Beers,8445385,/api/v1/people/8445385,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
77,Ray Bourque,8445621,/api/v1/people/8445621,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
25,Andy Brickley,8445683,/api/v1/people/8445683,LW,L,Left Wing,Forward,BOS,Boston Bruins,19901991
12,Randy Burridge,8445790,/api/v1/people/8445790,LW,L,Left Wing,Forward,BOS,Boston Bruins,19901991
42,John Byce,8445814,/api/v1/people/8445814,RW,R,Right Wing,Forward,BOS,Boston Bruins,19901991
34,Lyndon Byers,8445821,/api/v1/people/8445821,RW,R,Right Wing,Forward,BOS,Boston Bruins,19901991
11,Bobby Carpenter,8445977,/api/v1/people/8445977,C,C,Center,Forward,BOS,Boston Bruins,19901991
31,John Carter,8445989,/api/v1/people/8445989,LW,L,Left Wing,Forward,BOS,Boston Bruins,19901991
25,Dave Christian,8446079,/api/v1/people/8446079,RW,R,Right Wing,Forward,BOS,Boston Bruins,19901991
16,Peter Douris,8446468,/api/v1/people/8446468,RW,R,Right Wing,Forward,BOS,Boston Bruins,19901991
28,Garry Galley,8447004,/api/v1/people/8447004,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
6,Ken Hammond,8447489,/api/v1/people/8447489,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
10,Ken Hodge Jr.,8447891,/api/v1/people/8447891,C,C,Center,Forward,BOS,Boston Bruins,19901991
44,Ron Hoover,8447957,/api/v1/people/8447957,LW,L,Left Wing,Forward,BOS,Boston Bruins,19901991
15,Craig Janney,8448222,/api/v1/people/8448222,C,C,Center,Forward,BOS,Boston Bruins,19901991
11,Jarmo Kekalainen,8448422,/api/v1/people/8448422,C,C,Center,Forward,BOS,Boston Bruins,19901991
6,Gord Kluzak,8448515,/api/v1/people/8448515,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
14,Jeffrey Lazaro,8448676,/api/v1/people/8448676,LW,L,Left Wing,Forward,BOS,Boston Bruins,19901991
17,Nevin Markwart,8449168,/api/v1/people/8449168,LW,L,Left Wing,Forward,BOS,Boston Bruins,19901991
8,Cam Neely,8449812,/api/v1/people/8449812,RW,R,Right Wing,Forward,BOS,Boston Bruins,19901991
30,Chris Nilan,8449883,/api/v1/people/8449883,RW,R,Right Wing,Forward,BOS,Boston Bruins,19901991
41,Allen Pedersen,8450270,/api/v1/people/8450270,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
20,Dave Poulin,8450512,/api/v1/people/8450512,C,C,Center,Forward,BOS,Boston Bruins,19901991
5,Stephane Quintal,8450620,/api/v1/people/8450620,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
38,Vladimir Ruzicka,8451083,/api/v1/people/8451083,C,C,Center,Forward,BOS,Boston Bruins,19901991
40,Bruce Shoebottom,8451344,/api/v1/people/8451344,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
26,Petri Skriko,8451429,/api/v1/people/8451429,LW,L,Left Wing,Forward,BOS,Boston Bruins,19901991
49,Shayne Stevenson,8451718,/api/v1/people/8451718,RW,R,Right Wing,Forward,BOS,Boston Bruins,19901991
32,Don Sweeney,8451819,/api/v1/people/8451819,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
20,Bob Sweeney,8451820,/api/v1/people/8451820,C,C,Center,Forward,BOS,Boston Bruins,19901991
48,Graeme Townshend,8451954,/api/v1/people/8451954,LW,L,Left Wing,Forward,BOS,Boston Bruins,19901991
37,Wes Walz,8452285,/api/v1/people/8452285,C,C,Center,Forward,BOS,Boston Bruins,19901991
2,Glen Wesley,8452371,/api/v1/people/8452371,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
24,Jim Wiemer,8452449,/api/v1/people/8452449,D,D,Defenseman,Defenseman,BOS,Boston Bruins,19901991
40,Chris Winnes,8458434,/api/v1/people/8458434,RW,R,Right Wing,Forward,BOS,Boston Bruins,19901991
33,Matt Delguidice,8446368,/api/v1/people/8446368,G,G,Goalie,Goalie,BOS,Boston Bruins,19901991
33,Norman Foster,8446937,/api/v1/people/8446937,G,G,Goalie,Goalie,BOS,Boston Bruins,19901991
31,Rejean Lemelin,8448759,/api/v1/people/8448759,G,G,Goalie,Goalie,BOS,Boston Bruins,19901991
35,Andy Moog,8449681,/api/v1/people/8449681,G,G,Goalie,Goalie,BOS,Boston Bruins,19901991
25,Dave Andreychuk,8445000,/api/v1/people/8445000,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19901991
28,Donald Audette,8445176,/api/v1/people/8445176,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19901991
33,Benoit Hogue,8445423,/api/v1/people/8445423,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19901991
8,Doug Bodger,8445568,/api/v1/people/8445568,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
9,Greg Brown,8445655,/api/v1/people/8445655,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
34,Brian Curran,8446263,/api/v1/people/8446263,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
17,Mike Foligno,8446876,/api/v1/people/8446876,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19901991
32,Lou Franceschetti,8446952,/api/v1/people/8446952,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19901991
7,Kevin Haller,8447477,/api/v1/people/8447477,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
18,Mike Hartman,8447673,/api/v1/people/8447673,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19901991
10,Dale Hawerchuk,8447685,/api/v1/people/8447685,C,C,Center,Forward,BUF,Buffalo Sabres,19901991
23,Bill Houlder,8447979,/api/v1/people/8447979,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
6,Dean Kennedy,8448449,/api/v1/people/8448449,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
44,Uwe Krupp,8448554,/api/v1/people/8448554,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
3,Grant Ledyard,8448740,/api/v1/people/8448740,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
10,Darcy Loewen,8448793,/api/v1/people/8448793,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19901991
24,Mikko Makela,8449079,/api/v1/people/8449079,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19901991
44,Brad Miller,8449608,/api/v1/people/8449608,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
89,Alexander Mogilny,8449654,/api/v1/people/8449654,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19901991
5,Mike Ramsey,8450645,/api/v1/people/8450645,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
32,Rob Ray,8450678,/api/v1/people/8450678,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19901991
21,Christian Ruuttu,8451080,/api/v1/people/8451080,C,C,Center,Forward,BUF,Buffalo Sabres,19901991
38,Joel Savage,8451140,/api/v1/people/8451140,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19901991
23,Jiri Sejba,8451175,/api/v1/people/8451175,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19901991
34,Darrin Shannon,8451334,/api/v1/people/8451334,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19901991
18,Dave Snuggerud,8451596,/api/v1/people/8451596,LW,L,Left Wing,Forward,BUF,Buffalo Sabres,19901991
6,Ken Sutton,8451805,/api/v1/people/8451805,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
87,Pierre Turgeon,8451991,/api/v1/people/8451991,C,C,Center,Forward,BUF,Buffalo Sabres,19901991
27,Rick Vaive,8452152,/api/v1/people/8452152,RW,R,Right Wing,Forward,BUF,Buffalo Sabres,19901991
24,Jay Wells,8452366,/api/v1/people/8452366,D,D,Defenseman,Defenseman,BUF,Buffalo Sabres,19901991
31,David Littman,8448776,/api/v1/people/8448776,G,G,Goalie,Goalie,BUF,Buffalo Sabres,19901991
30,Clint Malarchuk,8449096,/api/v1/people/8449096,G,G,Goalie,Goalie,BUF,Buffalo Sabres,19901991
31,Daren Puppa,8450627,/api/v1/people/8450627,G,G,Goalie,Goalie,BUF,Buffalo Sabres,19901991
34,Darcy Wakaluk,8452248,/api/v1/people/8452248,G,G,Goalie,Goalie,BUF,Buffalo Sabres,19901991
17,Benoit Brunet,8445734,/api/v1/people/8445734,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19901991
71,Patrice Brisebois,8445739,/api/v1/people/8445739,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
25,Andrew Cassels,8446003,/api/v1/people/8446003,C,C,Center,Forward,MTL,Montréal Canadiens,19901991
17,Tom Chorske,8446026,/api/v1/people/8446026,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19901991
21,Guy Carbonneau,8446036,/api/v1/people/8446036,C,C,Center,Forward,MTL,Montréal Canadiens,19901991
72,Shayne Corson,8446167,/api/v1/people/8446167,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19901991
21,Alain Cote,8446177,/api/v1/people/8446177,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
21,Russ Courtnall,8446208,/api/v1/people/8446208,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19901991
15,Jean-Jacques Daigneault,8446286,/api/v1/people/8446286,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
37,Eric Desjardins,8446407,/api/v1/people/8446407,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
45,Gilbert Dionne,8446415,/api/v1/people/8446415,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19901991
4,Gerald Diduck,8446417,/api/v1/people/8446417,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
34,Donald Dufresne,8446501,/api/v1/people/8446501,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
36,Todd Ewen,8446733,/api/v1/people/8446733,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19901991
49,Luc Gauthier,8447079,/api/v1/people/8447079,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
41,Brent Gilchrist,8447177,/api/v1/people/8447177,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19901991
9,Mike Keane,8448415,/api/v1/people/8448415,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19901991
10,John LeClair,8448622,/api/v1/people/8448622,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19901991
47,Stephan Lebeau,8448719,/api/v1/people/8448719,C,C,Center,Forward,MTL,Montréal Canadiens,19901991
24,Sylvain Lefebvre,8448770,/api/v1/people/8448770,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
18,Patrick Lebeau,8448775,/api/v1/people/8448775,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19901991
35,Mike McPhee,8449495,/api/v1/people/8449495,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19901991
24,Lyle Odelein,8449957,/api/v1/people/8449957,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
44,Stephane Richer,8450825,/api/v1/people/8450825,RW,R,Right Wing,Forward,MTL,Montréal Canadiens,19901991
32,Mario Roberge,8450890,/api/v1/people/8450890,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19901991
18,Denis Savard,8451146,/api/v1/people/8451146,C,C,Center,Forward,MTL,Montréal Canadiens,19901991
23,Mathieu Schneider,8451224,/api/v1/people/8451224,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
20,Brian Skrudland,8451427,/api/v1/people/8451427,C,C,Center,Forward,MTL,Montréal Canadiens,19901991
23,Petr Svoboda,8451789,/api/v1/people/8451789,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
16,Sylvain Turgeon,8451988,/api/v1/people/8451988,LW,L,Left Wing,Forward,MTL,Montréal Canadiens,19901991
11,Ryan Walter,8452281,/api/v1/people/8452281,C,C,Center,Forward,MTL,Montréal Canadiens,19901991
6,Sean Hill,8456595,/api/v1/people/8456595,D,D,Defenseman,Defenseman,MTL,Montréal Canadiens,19901991
30,Jean Claude Bergeron,8445438,/api/v1/people/8445438,G,G,Goalie,Goalie,MTL,Montréal Canadiens,19901991
31,Frederic Chabot,8446134,/api/v1/people/8446134,G,G,Goalie,Goalie,MTL,Montréal Canadiens,19901991
37,Andre Racicot,8450657,/api/v1/people/8450657,G,G,Goalie,Goalie,MTL,Montréal Canadiens,19901991
33,Patrick Roy,8451033,/api/v1/people/8451033,G,G,Goalie,Goalie,MTL,Montréal Canadiens,19901991
55,Drake Berehowsky,8445413,/api/v1/people/8445413,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
19,Brian Bradley,8445672,/api/v1/people/8445672,C,C,Center,Forward,TOR,Toronto Maple Leafs,19901991
14,Robert Cimetta,8446083,/api/v1/people/8446083,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,19901991
17,Wendel Clark,8446085,/api/v1/people/8446085,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,19901991
25,Vincent Damphousse,8446303,/api/v1/people/8446303,C,C,Center,Forward,TOR,Toronto Maple Leafs,19901991
19,Tom Fergus,8446807,/api/v1/people/8446807,C,C,Center,Forward,TOR,Toronto Maple Leafs,19901991
46,Todd Gill,8447187,/api/v1/people/8447187,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
5,Alexander Godynyuk,8447247,/api/v1/people/8447247,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
32,Dave Hannan,8447515,/api/v1/people/8447515,C,C,Center,Forward,TOR,Toronto Maple Leafs,19901991
33,Al Iafrate,8448124,/api/v1/people/8448124,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
39,Greg Johnston,8448328,/api/v1/people/8448328,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19901991
31,John Kordic,8448534,/api/v1/people/8448534,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19901991
26,Mike Krushelnyski,8448566,/api/v1/people/8448566,C,C,Center,Forward,TOR,Toronto Maple Leafs,19901991
28,Tom Kurvers,8448568,/api/v1/people/8448568,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
11,Gary Leeman,8448754,/api/v1/people/8448754,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19901991
19,Kevin Maguire,8449037,/api/v1/people/8449037,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19901991
32,Daniel Marois,8449174,/api/v1/people/8449174,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19901991
8,Brad Marsh,8449175,/api/v1/people/8449175,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
14,John McIntyre,8449439,/api/v1/people/8449439,C,C,Center,Forward,TOR,Toronto Maple Leafs,19901991
8,Mike Millar,8449610,/api/v1/people/8449610,RW,R,Right Wing,Forward,TOR,Toronto Maple Leafs,19901991
5,Rob Ramage,8450642,/api/v1/people/8450642,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
14,Dave Reid,8450773,/api/v1/people/8450773,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,19901991
2,Luke Richardson,8450824,/api/v1/people/8450824,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
3,Bob Rouse,8451022,/api/v1/people/8451022,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
15,Joe Sacco,8451093,/api/v1/people/8451093,LW,L,Left Wing,Forward,TOR,Toronto Maple Leafs,19901991
48,Jeff Serowik,8451290,/api/v1/people/8451290,D,D,Defenseman,Defenseman,TOR,Toronto Maple Leafs,19901991
